smiles,group,LogS
S(=O)(=O)(N)c1cnc(N)cc1,training,-1.217
O=C1N2c3c(cccc3CC2)CC1,training,-1.6369999999999998
FC(F)(F)c1cc(C(n2nncc2)(c2ccccc2)c2ccccc2)ccc1,training,-8.3839998
O=C(N(CCOC(=O)c1ccccc1)C)C,training,-0.84899998
O=C(OC)C(N(C(=O)c1occc1)c1c(C)cccc1C)C,training,-3.1170001
Clc1c(C(=O)c2c(OS(=O)(=O)c3ccc(C)cc3)n(C)nc2C)ccc(Cl)c1,training,-6.895
O=C(O)/C(=C(\C)/c1ccccc1)/CC(=O)O,training,-2.027
Clc1c(N=Nc2c(C)cc(N(CCO)CCO)cc2)c(Cl)cc([N+](=O)[O-])c1,training,-5.9590001
Brc1c(S(=O)(=O)O)c(Br)cc(Br)c1N,training,-0.48899999
ClCC(=O)N(c1c(C)cccc1C)C1C(=O)OCC1,training,-3.2850001000000004
O=C(NC(=O)C(CCCC)CC)N,training,-2.668
O=C(O)c1c(C(=O)O)nc(CC)[nH]1,training,-2.8340001
O=C(O)c1c(C(=O)O)nc(CCC)[nH]1,training,-2.1900001
S(C[C@H](N)C(=O)O)CCCCCSC[C@H](N)C(=O)O,training,-2.9119999
P(=O)(OCCC)(OC)OC,training,0.47299999
O(CCO)Cn1c2N=C(N)NC(=O)c2nc1,training,-2.1429999
O=C(OC(OC(=O)C)C(OC(=O)C)OC(=O)C)C,training,-2.096
FC(F)(F)c1cc(C=2C(=O)C(c3ccccc3)=CN(C)C=2)ccc1,training,-4.4380002
Clc1c(c(Cl)cc(Cl)c1)-c1c(Cl)ccc(Cl)c1,training,-7.4679999000000015
Clc1c(c(Cl)cc(Cl)c1)-c1c(Cl)cc(Cl)c(Cl)c1,training,-8.119999900000002
Clc1c(Cl)c(Cl)cc(c1Cl)-c1c(Cl)cc(Cl)cc1Cl,training,-8.680000300000001
Clc1c(C2(Cn3ncnc3)OCCO2)ccc(Cl)c1,training,-3.0
Clc1c(C2(Cn3ncnc3)OC(CCC)CO2)ccc(Cl)c1,training,-3.4930000000000003
Clc1c(C2(Cn3ncnc3)OC(CC)CO2)ccc(Cl)c1,training,-3.6129999
Clc1c(c(Cl)cc(Cl)c1)-c1cc(Cl)ccc1,training,-7.1539997999999985
O=C(O)C(=O)CC(=O)CCC,training,-0.61900002
O=C(O)C(=O)CC(=O)CCCC,training,-0.95700002
O=C(N(OC)C1CCCCC1)c1c(C)oc(C)c1,training,-5.9229999000000015
O=C(N)C1CCC(C)CC1,training,-2.1719999
ClCC1C(Cl)C(=O)N(c2cc(C(F)(F)F)ccc2)C1,training,-3.9489999
S=C(NC#N)N,training,-0.005
O=C(OC)C(OC(=O)CC)C,training,-0.86199999
S(C(=O)N1CCCCC1)C(C)(C)c1ccccc1,training,-4.1199999
N(\c1c(C)cc(C)cc1)=C/1\N(C)C=CS\1,training,-3.1630001
Clc1c(Cl)c(Cl)cc(Cl)c1-c1c(Cl)c(Cl)ccc1,training,-8.477999699999998
O=C(NCCO)c1c(O)ccc(O)c1,training,-0.54400003
O=C(O)C(=O)c1cc2OCOc2cc1,training,-1.1909999999999998
O=C(N(CCCC)c1ccccc1)N,training,-1.2970001
S(Sc1n(C)nnn1)c1n(C)nnn1,training,-1.76
Clc1c(c(Cl)cc(Cl)c1)-c1c(Cl)cccc1,training,-6.650000099999999
S(C(=O)N(C)C)CCCCOc1ccccc1,training,-3.927
Clc1c(CN(CC)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(F)ccc1,training,-6.780000200000001
Cc1c2c(c3c(cc2)cccc3)cc2c1CCCC2,training,-6.748000099999999
O(C)c1c(OC)c2C(=O)C=C(C)Oc2cc1OC,training,-1.574
O(/N=C(\C#N)/c1ccccc1)CC#N,training,-3.29
S(=O)(=O)(CC(=O)O)CCS(=O)(=O)CC(=O)O,training,-1.732
Clc1c(Cl)ccc(Oc2ccc(Cl)cc2)c1,training,-5.6599998
O(CC1OC(CC)OC1)c1ccc(Oc2ccccc2)cc1,training,-4.7870002000000005
O=C1N(CCC)C(=O)c2n(C)cnc2N1C,training,-1.207
O=C(OCC)N1CCN(CN2CCN(C(=O)OCC)CC2)CC1,training,-0.84399998
FC=1C(=O)NC(=O)N(C(=O)NCCCC)C=1,training,-2.4460001
Ic1c(Oc2cc(I)c(O)c(I)c2)c(I)cc(CC(NC(=O)CCC(=O)O)C(=O)O)c1,training,-1.965
Clc1ccc(N(C(=O)CSP(=S)(OC)OC)C(C)C)cc1,training,-4.4320002
P(=O)(Oc1ccc(CCCCCCCCC)cc1)(Oc1ccccc1)Oc1ccccc1,training,-5.7690001
S(=O)(=O)(Nc1c(C)onc1C)c1ccc(N)cc1,training,-3.184
O=[N+]([O-])N(C(N[N+](=O)[O-])=N)CCCC,training,-1.71
O=C(O)C(NCC)C,training,0.65200001
Clc1c(N=Nc2c(C)cc(N(CCO)CCO)cc2)c([N+](=O)[O-])cc([N+](=O)[O-])c1,training,-6.3010001
Clc1c(Cl)c(-c2c(Cl)cc(Cl)cc2)ccc1Cl,training,-7.619999900000002
S=C1NC=Nc2nccnc12,training,-2.6359999
O=C1N=CC=2N=CC(=O)NC=2N1,training,-2.3610001
O=[N+]([O-])C(C(OC(=O)C)c1ccccc1)COC(=O)C,training,-3.9719999
Clc1ccc(CN(C(=O)Nc2ccccc2)C2CCCC2)cc1,training,-6.04
O=C(OCCCCCCCCCCCCCCCC)c1cnccc1,training,-3.427
N(c1nc(N)nc(N)n1)C1CC1,training,-1.107
Clc1c(C(CCC)Cn2ncnc2)ccc(Cl)c1,training,-3.5899999
O=C(OCC)CNC(=O)c1occc1,training,-0.93099999
O=C(OC)c1ccc(N=Nc2c(N)cc(N)cc2)cc1,training,-3.201
Clc1c(Cl)ccc(Oc2cc(Cl)ccc2)c1,training,-5.4369998
O=C1C(CCC(C)C)(C)C(=O)NC(=O)N1,training,-2.424
ClCC(=O)N(Cn1nccc1)c1c(C)cccc1C,training,-2.8099999
S(C(CC(=O)O)c1ccccc1)CC(=O)O,training,-1.247
FC(F)(F)c1ccc(/C=C/C(=NN=C2NCC(C)(C)CN2)/C=C/c2ccc(C(F)(F)F)cc2)cc1,training,-7.915999900000001
C(C)(C)(C)c1ccc(CC(CN2C[C@@H](C)O[C@@H](C)C2)C)cc1,training,-4.849
O=NN(CC(OCC)OCC)CC(OCC)OCC,training,-1.6059999
O(C(OCC)CNCC(OCC)OCC)CC,training,0.126
Brc1c(Br)cc(c(Br)c1)-c1c(Br)ccc(Br)c1,training,-9.7259998
O=C1NC=Cc2c1nccc2,training,-1.1440001
Clc1nccc(NC(=O)Nc2ccccc2)c1,training,-3.803
Clc1c(-c2c(Cl)cccc2Cl)ccc(Cl)c1,training,-6.650000099999999
Clc1c(c(Cl)ccc1Cl)-c1c(Cl)cc(Cl)cc1,training,-7.169000099999999
Clc1c(Cl)cc(c(Cl)c1)-c1cc(Cl)cc(Cl)c1,training,-7.4679999000000015
Clc1c(Cl)c(Cl)cc(c1Cl)-c1c(Cl)cccc1Cl,training,-8.1289997
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)c(Cl)cc(Cl)c1,training,-9.4209995
ClC(Cl)=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)c(F)cc1,training,-8.1610003
C(CCCCCCc1ccccc1)CCCCCC,training,-7.415999900000001
O=C(NC(=O)C)COC(=O)c1ccccc1,training,-2.4000001
Clc1cc(C(F)(F)F)c(/N=C(\COCCC)/n2cncc2)cc1,training,-1.442
Brc1c(N=Nc2c(NC(=O)C)cc(N(CC=C)CCC#N)c(OC)c2)c([N+](=O)[O-])cc([N+](=O)[O-])c1,training,-8.8999996
S(=O)(=O)(Nc1ccccc1)c1c(C#N)cccc1,training,-2.9349999
Clc1c(N)c(Cl)c(OCC(=O)O)nc1F,training,-3.448
O=[N+]([O-])c1ccc(N=Nc2ccc(N(CCC#N)CCCC)cc2)cc1,training,-7.698999900000001
BrC(Cl)(Cl)CO,training,-0.442
O=C(O)C(C(=O)O)(CC(C(=O)O)C)C,training,-0.109
O=C(O)C1(O)C(C)CCCC1,training,-0.898
C(C)(C)C1OCC2(CO1)COC(C(C)C)OC2,training,-3.1140001
Clc1c(C(=O)O)occ1Cl,training,-1.826
Clc1c(Oc2ccc(OC(C(=O)OC)C)cc2)ncc(C(F)(F)F)c1,training,-4.6059999000000005
FC(F)(F)c1cnc(Oc2ccc(OC(C(=O)OCCCC)C)cc2)cc1,training,-5.5840001
FC(F)Oc1ccc(C(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)cc1,training,-6.875999900000001
O=C(OCCCCCCCC)c1cnccc1,training,-3.0929999
Clc1c(Cl)cc(Cl)cc1-c1c(Cl)cccc1,training,-6.23
Clc1c(Cl)cc(-c2c(Cl)cccc2)cc1Cl,training,-6.907000099999999
S(=O)(=O)(Nc1sc(CCC)nn1)c1ccc(N)cc1,training,-3.3069999
S(=O)(=O)(Nc1nc2c(cn1)CCCC2)c1ccc(N)cc1,training,-3.651
Clc1cc2oc(Oc3ccc(O[C@@H](C(=O)OCC)C)cc3)nc2cc1,training,-5.6040001
O=C(OC)C(N(C(=O)Cc1ccccc1)c1c(C)cccc1C)C,training,-3.944
S(=O)(=O)(Nc1nc2C3(C)C(C)(C)C(c2cn1)CC3)c1ccc(N)cc1,training,-4.0770001
O=C(N)C(=NO)C(=O)N,training,-0.037999999
I/C(/Br)=C(/Br)\C(=O)O,training,-1.02
S(=O)(=O)(NS(=O)(=O)CC)CC,training,0.54100001
O(c1ccccc1)C1C(O)C(O)C(O)CO1,training,-1.656
O=C(OCC)NCCOc1ccc(Oc2ccccc2)cc1,training,-4.7010002
Oc1c(O)ccc(/C=C/C)c1,training,-1.351
O=C(OCN1C(=O)N(CC#C)CC1=O)[C@@H]1[C@@H](C=C(C)C)C1(C)C,training,-3.5320001000000003
O=C(N(C)c1ccccc1)COc1sc2c(n1)cccc2,training,-4.8730001
Clc1c(Cl)cc(c(Cl)c1)-c1cc(Cl)ccc1,training,-7.129000200000001
Clc1c(Cl)c(-c2c(Cl)cccc2Cl)ccc1Cl,training,-6.780000200000001
C(C)C1OC2(OC(CC)CC2)CC1,training,-1.846
O=C(OCCCCCC)C(OC(=O)C(O)C)C,training,-2.4879999
O=C(N)c1nc(C)cc(C)n1,training,0.122
S(C(CC1CC(=O)C(/C(=N\OCC)/CCC)=C(O)C1)C)CC,training,-4.1170001
Clc1c(N)c([N+](=O)[O-])ccc1Oc1ccccc1,training,-5.0250001
O=C(NN)Nc1ccc(OCC)cc1,training,-1.6469999999999998
S(=O)(=O)(NC(=O)Nc1nc(C)cc(C)n1)c1c(C(=O)OC)cccc1,training,-3.174
Clc1c(Cl)c(-c2cc(Cl)ccc2)ccc1Cl,training,-6.77
Clc1c(Cl)cc(Cl)cc1-c1ccc(Cl)cc1,training,-6.77
Clc1c(c(Cl)c(Cl)cc1Cl)-c1cc(Cl)ccc1,training,-7.7600002
Clc1c(Cl)c(Cl)cc(c1Cl)-c1ccc(Cl)cc1,training,-7.309999900000001
Clc1c(Cl)c(Cl)cc(Cl)c1-c1cc(Cl)c(Cl)cc1,training,-7.650000099999999
Clc1c(c(Cl)c(Cl)cc1Cl)-c1cc(Cl)cc(Cl)c1,training,-8.2700005
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)cc(Cl)cc1,training,-8.970999699999998
Clc1c(Cl)c(Cl)cc(Cl)c1-c1cc(Cl)c(Cl)c(Cl)c1,training,-9.1000004
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1cc(Cl)c(Cl)c(Cl)c1,training,-9.6999998
Clc1c(c(Cl)c(Cl)cc1Cl)-c1c(Cl)cc(Cl)cc1Cl,training,-8.489999800000001
Brc1c(C=O)cc(Br)cc1,training,-3.8
ClC(S(=O)(=O)O)S(=O)(=O)O,training,0.67699999
OC(CCCC)CCC,training,-2.0320001
O=C1N(CN2C(CC)(C)C(=O)NC2=O)C(CC)(C)C(=O)N1,training,-2.5179999
Clc1c(CC(C(O)C(C)(C)C)n2ncnc2)ccc(Cl)c1,training,-4.5619998
O=C(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)CCC1)C)CCc1ccccc1,training,-1.3609999
O=C1N=C(N)N(CC)C1,training,-0.16500001
Clc1c(Cl)c(Cl)c(C(=O)Nc2c(Cl)c(Cl)ccc2)c(C(=O)O)c1Cl,training,-4.505000099999998
S(C[C@H](N)C(=O)O)CCCCCCSC[C@H](N)C(=O)O,training,-2.7709999
ClC(S(=O)(=O)O)(S(=O)(=O)O)S(=O)(=O)O,training,0.537
S(=O)(=O)(COC(=O)c1c(OC(=O)C)cccc1)C,training,-3.3940001000000004
Clc1cc2ncc(Oc3ccc(OC(C(=O)OCC)C)cc3)nc2cc1,training,-6.0939999
Fc1c(C(O)(Cn2ncnc2)c2ccc(F)cc2)cccc1,training,-3.365
Clc1ccc(C[C@@H]([C@@H](O)C(C)(C)C)n2ncnc2)cc1,training,-4.053
O=C(OCCCCCC)C(OC(=O)C)C,training,-0.85500002
O=C(O)/C(=C\C(=O)OC)/C,training,-0.075999998
Clc1ccc(-n2ncc(OP(SCCC)(=O)OCC)c2)cc1,training,-4.039
Clc1c(Oc2cc(C(=O)OCC(=O)OCC)c([N+](=O)[O-])cc2)ccc(C(F)(F)F)c1,training,-5.8730001
O=C(O)CC(CCCCCCCCC(=O)O)C,training,-3.388
O=C(NN=C(C)C)Nc1ccccc1,training,-2.3269999
O=C(NCCCCCC)c1cnccc1,training,-2.5220001
O=C1N(CC(O)CO)C(=O)NC(=O)C1(CC)c1ccccc1,training,-1.7869999
Clc1ccc([C@H]2[C@H](C)N(C(=O)NC3CCCCC3)C(=O)S2)cc1,training,-5.849
O=[N+]([O-])c1c(OC)c(OC)ccc1C(=O)O,training,-2.3559999
FC(F)(F)c1cnc(Oc2ccc(O[C@@H](C(=O)OCCCC)C)cc2)cc1,training,-5.283
S(=O)(=O)(NC(=O)Nc1nc(OC)nc(C)n1)c1c(C(=O)OC)scc1,training,-2.2379999
Clc1c([N+](=O)[O-])c(Nc2c(Cl)cc(C(F)(F)F)cn2)c([N+](=O)[O-])cc1C(F)(F)F,training,-5.4219999
Clc1c(C(O)(CCCC)Cn2ncnc2)ccc(Cl)c1,training,-4.2670002
S=C(NC(C)(C)C)Nc1c(C(C)C)cc(Oc2ccccc2)cc1C(C)C,training,-6.807000200000001
O(CC(C)(C)c1ccc(OCC)cc1)Cc1cc(Oc2ccccc2)ccc1,training,-8.5760002
O=C(O)c1c(C2=NC(C(C)C)(C)C(=O)N2)nc2c(c1)cccc2,training,-3.539
O=C(O)c1c(C2=NC(C(C)C)(C)C(=O)N2)ncc(CC)c1,training,-2.3150001
Clc1c(N)c(Cl)c(OCC(=O)OC(CCCCCC)C)nc1F,training,-6.611000099999999
S=C1Nc2ncncc2N=C1,training,-2.7060001
O=C(NCCCCCCCCCCCC)c1cnccc1,training,-3.2079999
O=C(O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CC)CC)CC)CC)CC)CC,training,-2.6819999
Clc1c(CN2C(=O)C(C)(C)CO2)cccc1,training,-2.3380001
ClCCOc1c(S(=O)(=O)NC(=O)Nc2nc(OC)nc(C)n2)cccc1,training,-4.099
Clc1cc(C(O)c2ccccc2)c(NC(=O)c2ccncc2)cc1,training,-5.5300002
O=C(Nc1onc(C(CC)(CC)C)c1)c1c(OC)cccc1OC,training,-5.369
O(C(CCO)C)CC,training,-0.37400001
S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)Cc1c(C(=O)OC)cccc1,training,-3.5339998999999995
S(N(CCC(=O)OCC)Cc1ccccc1)N(C(O/N=C(/SC)\C)=O)C,training,-4.3010001
FC(F)(F)c1cc(Oc2c(C(=O)Nc3c(F)cc(F)cc3)cccn2)ccc1,training,-6.896999799999999
I/C(/Br)=C(/I)\C(=O)O,training,-1.289
Clc1ccc(/C=C(\[C@@H](O)C(C)(C)C)/n2ncnc2)cc1,training,-4.54
Clc1c(/C=C(/C(O)C(C)(C)C)\n2ncnc2)ccc(Cl)c1,training,-4.9109998
Clc1c(N(C(=O)CCC)CSP(=S)(OC)OC)cccc1,training,-5.204
O=[N+]([O-])c1c2c(c(C(=O)O)cc1)nccc2,training,-3.1659999
S(=O)(=O)(O)c1cc2c(oc3c2cccc3)cc1,training,-0.465
O(CCO)Cn1c2nc(N)ncc2nc1,training,-1.0779999
Clc1c(C)c(Cl)ccc1OC(C(=O)Nc1ccccc1)C,training,-7.006
O=C1OC(c2cc(c(O)cc2)-c2ccccc2)(c2cc(c(O)cc2)-c2ccccc2)c2c1cccc2,training,-3.559
Clc1c(COC(=O)CC)ccc(Cl)c1,training,-3.0660000000000003
O=C(O)C(=O)CC(=O)CCCCCCCCC,training,-3.0829999
S(C(=O)N(C(C(C)C)C)CC)Cc1ccccc1,training,-4.7340002
Ic1c(Oc2cc(I)c(O)c(I)c2)c(I)cc(CC(N)C(=O)OC)c1,training,-3.668
S(=O)(=O)(NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1)c1c(C(=O)OC)cccc1,training,-5.152
Clc1c(/N=C(\SCc2ccc(Cl)cc2)/Cn2ncnc2)ccc(Cl)c1,training,-5.3839998
ClCC(=O)N(COC(C)C)c1c(CC)cccc1C,training,-3.188
Clc1c(Oc2c(Cl)ccc(NC(=O)NC(=O)c3c(F)cccc3F)c2)ncc(C(F)(F)F)c1,training,-7.402999900000001
O=C1C(CCCC)NC(=O)N1,training,-1.495
Clc1c(Oc2ccc(OC(C(=O)OCCOCC)C)cc2)ncc(C(F)(F)F)c1,training,-5.8740001
Clc1c(OCC(=O)OCCCCC)cc(N2C(=O)C3=C(C2=O)CCCC3)c(F)c1,training,-6.3509998
ClCC(=O)N(C(COC)C)c1c(C)scc1C,training,-2.3610001
Clc1c(Oc2ccc(OC(C(=O)N3OCCC3)C)cc2)ncc(Cl)c1,training,-4.592
O=C(O)C(NCCNC(C(=O)O)(C)C)(C)C,training,-2.0650001
O=C(O)C(C(=C)C)CC(=O)O,training,-0.32100001
Clc1c(/C(=N\OC)/Cc2cnccc2)ccc(Cl)c1,training,-3.2939999
N(=C)C,training,0.32499999
Br/C(/Cl)=C(/Br)\C(=O)O,training,-1.007
O=C(OC(OCCCOC)CC)C,training,0.009000000000000001
O=CCCC(CCO)C,training,-1.073
O=C1N(C)C=C2N=CC=NC2=N1,training,-0.90899998
O=C(OCC)/C(=C/C(=O)O)/C,training,-1.026
O=[N+]([O-])c1cc(C(=O)O)c(C(=O)OC)cc1,training,-2.056
S(SC(C(=O)O)CC)C(C(=O)O)CC,training,-0.96200001
O=C(O)C(NCCC#N)CCC(=O)O,training,-1.301
S(=O)(=O)(NC(=O)OCCCC)N,training,-1.0369999
O=C(O)C(O)C(O)CCCCCC,training,-1.5470001
O=C(O)[C@@H](NCCC#N)[C@H](CC)C,training,-0.98699999
O=C1N=Cc2nc(CC)c(CC)nc2N1,training,-2.2379999
Clc1nc(NC(=O)NS(=O)(=O)c2c(C(=O)OCC)cccc2)nc(OC)c1,training,-2.539
O=C(O)C(OC1CCCCC1)(C)C,training,-1.08
O=C(O)CC(OC)c1ccccc1,training,-1.6950001
BrC(C(=O)O)(C(Br)C)C,training,-1.3940001
O=[N+]([O-])c1oc(C(=O)N/N=C/C=C/c2oc([N+](=O)[O-])cc2)cc1,training,-4.342
O=[N+]([O-])C1C(=O)CC(c2ccccc2)CC1=O,training,-1.669
O=C1N(C)C(=O)NC(=O)C1(C/C=C/C)C,training,-1.545
O=C1N(C)C(=O)C=2NC(=O)NC(=O)C=2N1,training,-4.6240001
P(=O)(OCCC)(OCCC)OC,training,-0.65899998
O=C(OCC)CCC1OC(CCC(=O)OCC)CC1,training,-2.6570001
O=C1N(C)C(=O)C=2N=CN(C)C(=O)C=2N1C,training,-1.985
O=[N+]([O-])c1oc(/C=N/NC(=O)c2cc([N+](=O)[O-])ccc2)cc1,training,-4.9920000999999985
O=C1N(C)C(=O)C=2NC(=O)N(C)C(=O)C=2N1C,training,-3.7639999
O=C1N(C)C(=O)C=2N(C)C(=O)N(C)C(=O)C=2N1C,training,-2.9389999
Clc1ccc(/C(=N/OCc2ccc(NC(=O)NC(=O)c3c(F)cccc3F)cc2)/C2CC2)cc1,training,-8.6850004
S(=O)(=O)(NC(=O)Nc1nc(OC)nc(C)n1)c1c(CCC(F)(F)F)cccc1,training,-4.1599998
O=C(C)c1c(C)nc2N(C)C(=O)N(C)C(=O)c2n1,training,-2.073
S(=O)(=O)(NC(=O)Nc1nc(OC)nc(OC)n1)c1c(OCCOC)cccc1,training,-3.5369999
O=C1N(O)C(=O)C2C(C)(C)C1(C)CC2,training,-0.278
O=C(OCC)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,training,-4.954999900000002
S(P(SC(CC)C)(=O)OCC)C(CC)C,training,-3.0380001
O=C(O)COC1CCCC1,training,-0.847
S=P(OC(C)C)(OCC)Oc1cnc(C(C)(C)C)nc1,training,-4.763
O=C(O)C(CC)(C)N1C(=O)c2c(C1=O)cccc2,training,-1.916
O=C(n1ncc2C(=O)NC=Nc12)c1ccccc1,training,-4.2340002
O=[N+]([O-])c1c(N/N=C/C=C/c2oc([N+](=O)[O-])cc2)ccc([N+](=O)[O-])c1,training,-5.0640001
O=C(CCC)n1ncc2C(=O)NC=Nc12,training,-3.273
ClC=1C(=O)N(C(C)(C)C)N=CC=1SCc1ccc(C(C)(C)C)cc1,training,-7.482999799999999
S(=O)(=O)(c1ccccc1)C1(C(=O)OC)CC1,training,-2.26
ClC(Cl)C(=O)N(CC(=O)NCC=C)CC=C,training,-1.04
S(=O)(=O)(NC(=O)Nc1nc(OCC)nc(NC)n1)c1c(C(=O)OC)cccc1,training,-5.3829999000000015
O=C(CC=1SCCN=1)C,training,-1.156
O(C)c1nc(N)sn1,training,-1.243
O=C(OC)Nc1ncnc2nc[nH]c12,training,-2.49
O=C1N(C)c2ncn(C)c2CN1,training,-1.34
O=C(Nc1ncccn1)c1nccnc1,training,-0.30399999
O=C(OCn1ncc2C(=O)N(COC(=O)C(C)(C)C)C=Nc12)C(C)(C)C,training,-4.2610002
O=C(OCn1nc2N=CN(COC(=O)C(C)(C)C)C(=O)c2c1)C(C)(C)C,training,-3.908
O=C(OCn1nc2N=CN(COC(=O)CCC)C(=O)c2c1)CCC,training,-3.5539998999999995
O=C(OCn1ncc2C(=O)NC=Nc12)CCC(=O)N(CC)CC,training,-0.98799998
O=C(OCn1ncc2C(=O)NC=Nc12)C,training,-2.5550001
O=C(OCn1ncc2C(=O)NC=Nc12)c1ccccc1,training,-4.052
O=C(OCn1ncc2C(=O)NC=Nc12)c1cnccc1,training,-3.4649999
S(P(=O)(OCC)N1C(=O)SCC1)C(CC)C,training,-1.459
O=[N+]([O-])c1cc2C(=O)OC(C)(C)c2cc1,training,-3.052
Oc1c2ncnc(C)c2ccc1,training,-2.6029999
O=C1N(C)c2ncncc2N=C1C,training,-1.489
Clc1c2c(c(OCC(=O)OC(CCCCC)C)cc1)nccc2,training,-5.755000099999998
O=C1C(C)C2C(O)CCC(O)C2CC1,training,-0.29699999
Oc1c2ncnc(CCC)c2ccc1,training,-2.9210000000000003
O=C(O)CC/C(=N/NC(=O)c1ccncc1)/C,training,-1.5930001
Clc1c(C(=O)OC)c(S(=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2)n(C)n1,training,-4.4619999
O/N=C\1/C(=N/O)/CCC(C(CC(C)(C)C)(C)C)C/1,training,-6.4050002
P(=O)(OCCCCOCC)(OCCCC)OCCCC,training,-2.6470001
S(=O)(=O)(C(S(=O)(=O)CC)CC)CC,training,-1.461
O=C(N(C)C)c1c(OC2C(O)C(O)C(O)CO2)cccc1,training,-0.87099999
S(=O)(=O)(NC(=O)N(C)c1nc(OC)nc(C)n1)c1c(C(=O)OC)cccc1,training,-3.898
O=C(OCC)N1CCN(CCN2CCN(C(=O)OCC)CC2)CC1,training,-1.256
O=C(OCCCCO)NCCCCCCNC(=O)OCCCCO,training,-1.929
O=C(O)CCCCCCCCCCNCCCCCCN,training,-2.302
O=C(OC)C1CN(CCCCCCCCCCCC)C(=O)C1,training,-4.3759999
O=C(OCCCC=C)C(N(C(=O)n1cncc1)Cc1occc1)CC,training,-2.892
O=C1N(C)c2ncncc2N=C1,training,-0.90899998
O=C(O)C(CCCCCCCC(=O)O)(c1ccccc1)c1ccccc1,training,-3.9389999
O=C(O)C(CCCCCC(=O)O)(c1ccccc1)c1ccccc1,training,-3.497
O=C(NC(=O)/C(=C\C)/CCCC)N,training,-2.7880001
ClC(C(OC)C)C,training,-1.999
O=C1NC=Nc2nc(CC)c(CC)nc12,training,-1.886
Clc1c(OC(F)(F)C(F)C(F)(F)F)cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)c1,training,-6.929999799999999
ClC(Cl)(Cl)c1n(-c2c(Cl)cc(Cl)cc2)nc(C(=O)OCC)n1,training,-5.652
Fc1c(N2C(=O)C3=C(C2=O)CCCC3)cc2N(CC#C)C(=O)COc2c1,training,-5.2969999
O=C(OCOc1c(C(=O)N)cccc1)C(C)(C)C,training,-2.615
O=C(O)C1N=C(N)SCC1,training,-0.72799999
S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c1c(C(F)(F)F)cccn1,training,-2.2880001
O=C(O)C(O)C(O)CCCCCCC,training,-2.3559999
O=C(O)c1c(OC)c2c(o1)cccc2,training,-2.8859999
S(=O)(=O)(N)c1sc(SCCCO)cc1,training,-1.426
Clc1c(Oc2cc(/C(=N\OCC(=O)OC)/COC)c([N+](=O)[O-])cc2)ccc(C(F)(F)F)c1,training,-5.678
Brc1ccc(-c2ccc(C3CC(C=4C(=O)Sc5c(C=4O)cccc5)c4c(cccc4)C3)cc2)cc1,training,-6.1409998
Clc1cc(F)c(Oc2ccc(O[C@@H](C(=O)OCC#C)C)cc2)nc1,training,-4.941999900000001
Clc1c(NCCOc2c(C)c(C)c(CCOCC)cc2)ncnc1CC,training,-5.2410002
O=C(O)C(O)C(O)CCCCCCCCC,training,-3.5209999
S(=O)(=O)(N)c1sc2SCCC(=O)c2c1,training,-3.552
S(=O)(=O)(N)c1sc2C(O)CC[SH0](=O)c2c1,training,-1.5700001
S(=O)(=O)(N)c1sc2C(=O)CCS(=O)(=O)c2c1,training,-3.671
S(=O)(=O)(N)c1sc2S(=O)(=O)CCCc2c1,training,-2.6789999
Brc1[nH]c([N+](=O)[O-])c(C)n1,training,-1.791
O=C(N(CC)CC)Cn1c2C(=O)N(C)C(=O)N(C)c2nc1,training,-0.92299998
S(=O)(=O)(O)c1c(N)cc(C(=O)O)cc1,training,-2.434
O=C(NC)COC(=O)c1ccccc1,training,-1.7180001
O=C(NCCC)COC(=O)c1ccccc1,training,-2.539
O=C(NCC(=O)N)COC(=O)c1ccccc1,training,-1.4980000000000002
O=C(N(C)C)COC(=O)c1ccccc1,training,-1.372
O=C(N(CCC)CCC)COC(=O)c1ccccc1,training,-2.3789999
O=C(N(C(C)C)C(C)C)COC(=O)c1ccccc1,training,-3.3410001000000005
O=C(N(CC=C)CC=C)COC(=O)c1ccccc1,training,-2.563
O=C(N(CCO)C)COC(=O)c1ccccc1,training,-1.09
O=C(N(CCO)CC)COC(=O)c1ccccc1,training,-1.367
O=C(N(CC(=O)N)C)COC(=O)c1ccccc1,training,-0.91799998
O=C(COC(=O)c1ccccc1)N1[C@H](C(=O)N)CCC1,training,-2.2650001
S(=O)(=O)(N)c1sc2SCCC(O)c2c1,training,-2.5940001
